,0
4557,"If so, then the universe means--_nothing_; it's blowing great forms and shapes as a swamp blows bubbles; a little while ago it was megatheriums and plesiosauriums--if that's the name for them--and now it is country-houses and motor-cars and coronation festivals."
13604,"I asked him whether we shouldn't have Lord Drummond at Matching, and he told me angrily that I might ask all the Government if I liked."""
4066,"""For his sister's sake,"" Colonel Ray said softly, ""I want to keep him out of it if I can."
4983,"Tell me, tell me!"""
9232,"), pp."
2498,"""He'll hold me responsible!"
1694,"Cochrane, who was as cool as a cucumber, went along among the men at their quarters, and told them that they had either got to take the frigate or be taken themselves, in which case they would probably get no quarter, as the Spaniards would be maddened at the loss they had suffered from so insignificant a foe."
7940,ii.
5225,"we will go down to war and the rebellious cities of the earth shall be the torches of our march."""
4093,"I don't wonder that she's crazy about him, do you?"
4898,"Ye took the better part and pardoned; I took the worse, and there lies the clay of mine enemy."
2707,"And then again:  'Offer up thyself unto Me, and give thyself wholly for God, and thy offering shall be acceptable.'"
261,"Oh, I've deceived you all your life!"""
1396,"But considering that, belonging to the depressed and defeated faction in the state, they were compelled sometimes to use dissimulation, you must set their uniform fidelity to their friends; against their occasional falsehood to their enemies, and then you will not judge poor John Highlandman too severely."
5728,"So all was made ready for the wedding, and the King said that it was to be so stately and magnificent that everyone should hear of it, and everyone inquire about it."
7929,As he went down again something hard struck him.
2902,"""We did not see him,"" he replied quietly."
2610,"""How is she, Miss Dashwood?--Poor thing!"
53,"Replace the Dixonary in the closet, and never venture to take such a liberty in future."""
3811,"I doubt if they were so numerous as that, but they carried in the outer doors and pitched into Dolby with great vigour."
8580,"Walt Whitman got out in the mid-April sun and warmth of yesterday, propelled in his wheel chair, the first time after four months of imprisonment in his sick room."
2719,"Then we went back to our camp, leaving the industrious Bastin, animated by a suggestion from Bickley that the fruit and food might spoil if left in the sun, to carry it into the shade of the cave."
4005,"Pall Mall Gazette, Vol."
60618,12.
2673,"I know the delicate art and mystery of so cracking hickory-nuts and walnuts on a flatiron with a hammer that the kernels will be delivered whole, and I know how the nuts, taken in conjunction with winter apples, cider and doughnuts, make old people's tales and old jokes sound fresh and crisp and enchanting, and juggle an evening away before you know what went with the time."
3485,In such works as     _A Half-Century of Conflict_ and _Montcalm and Wolfe_ he     portrayed the conflict not of one nation against another but rather     of two antagonistic types of civilization: the military and feudal     system of France against the democratic institutions of the     Anglo-Saxons.
949,"However, that is near enough--a dozen or so, one way or the other, don't matter."
1544,"""Uncle George,"" said Rollo, leaning over and calling out to his uncle inside, ""there's the castle."""
10488,Go to the town-hall.
8123,I sprawled over the outspread county with sublime content.
2028,"""One of our companions will be Miss Croy, who came with me here first."
699,"Test of the poet is knowledge of love, For Eros is older than Saturn or Jove; Never was poet, of late or of yore, Who was not tremulous with love-lore."
479,"""It is somewhat unfortunate that we shall probably have to avail ourselves of the young man's hospitality,"" he said."
1968,"The anonymous accusers were Blair and Holker, men known to Edgar and Waters, but not listened to by Charles."
11753,"We found him hard at work with his inkstand and papers, refreshed by the sight of the flower-pot stand and the little round table in a corner of the small apartment."
3204,"In the next place there is what is technically called STATION, which means--given the climate, the particular kind of place in which an animal or a plant lives or grows; for example, the station of a fish is in the water, of a fresh-water fish in fresh water; the station of a marine fish is in the sea, and a marine animal may have a station higher or deeper."
2438,"You should hear her talk of the good old times before the Kings came back and there were no Bishops and no book prayers--but my father says we must swim with the stream, or he would not have got any custom at his coffee-house."""
87,Lady Caroline frowned impatiently.
1787,"The dragon, at any rate, was not now staying in Portman Square, and the captivity of the maiden was therefore not severe at the present moment."
673,"You have put me in a fix, too, you see; and now you've just got to get me out of it."
2744,"Mr. Dawson, who is uncle by marriage to Mr. Grant, had also suggested this digging."
87,"Mamma said we might take them our old winter frocks, and so David went there."""
1679,"The laugh which would have followed from her own countrywomen did not, however, break upon the trained faces of the ""de Fontanges l'Hommadieus,"" yet while Rose would have joined in it, albeit a little ruefully, she felt for the first time mortified at their civil insincerity."
542,If the ladies and gentlemen present had not been so polite I am sure they would have laughed at the two strangers.
3943,"The play of a flash, sent through an open window, on the walls of a room, can be seen at upwards of 100 yards."
